img,cls
database\airplanes\image_0559.jpg,database\airplanes
database\airplanes\image_0560.jpg,database\airplanes
database\airplanes\image_0561.jpg,database\airplanes
database\airplanes\image_0562.jpg,database\airplanes
database\airplanes\image_0563.jpg,database\airplanes
database\airplanes\image_0564.jpg,database\airplanes
database\airplanes\image_0565.jpg,database\airplanes
database\airplanes\image_0566.jpg,database\airplanes
database\airplanes\image_0567.jpg,database\airplanes
database\airplanes\image_0568.jpg,database\airplanes
database\airplanes\image_0569.jpg,database\airplanes
database\airplanes\image_0570.jpg,database\airplanes
database\airplanes\image_0571.jpg,database\airplanes
database\airplanes\image_0572.jpg,database\airplanes
database\airplanes\image_0573.jpg,database\airplanes
database\airplanes\image_0574.jpg,database\airplanes
database\airplanes\image_0575.jpg,database\airplanes
database\airplanes\image_0576.jpg,database\airplanes
database\airplanes\image_0577.jpg,database\airplanes
database\airplanes\image_0578.jpg,database\airplanes
database\airplanes\image_0579.jpg,database\airplanes
database\airplanes\image_0580.jpg,database\airplanes
database\airplanes\image_0581.jpg,database\airplanes
database\airplanes\image_0582.jpg,database\airplanes
database\airplanes\image_0583.jpg,database\airplanes
database\airplanes\image_0584.jpg,database\airplanes
database\airplanes\image_0585.jpg,database\airplanes
database\airplanes\image_0586.jpg,database\airplanes
database\airplanes\image_0587.jpg,database\airplanes
database\airplanes\image_0588.jpg,database\airplanes
database\airplanes\image_0589.jpg,database\airplanes
database\airplanes\image_0590.jpg,database\airplanes
database\airplanes\image_0591.jpg,database\airplanes
database\airplanes\image_0592.jpg,database\airplanes
database\airplanes\image_0593.jpg,database\airplanes
database\airplanes\image_0594.jpg,database\airplanes
database\airplanes\image_0595.jpg,database\airplanes
database\airplanes\image_0596.jpg,database\airplanes
database\airplanes\image_0597.jpg,database\airplanes
database\airplanes\image_0598.jpg,database\airplanes
database\airplanes\image_0599.jpg,database\airplanes
database\airplanes\image_0600.jpg,database\airplanes
database\airplanes\image_0601.jpg,database\airplanes
database\airplanes\image_0602.jpg,database\airplanes
database\airplanes\image_0603.jpg,database\airplanes
database\airplanes\image_0604.jpg,database\airplanes
database\airplanes\image_0605.jpg,database\airplanes
database\airplanes\image_0606.jpg,database\airplanes
database\airplanes\image_0607.jpg,database\airplanes
database\airplanes\image_0608.jpg,database\airplanes
database\airplanes\image_0609.jpg,database\airplanes
database\airplanes\image_0610.jpg,database\airplanes
database\airplanes\image_0611.jpg,database\airplanes
database\airplanes\image_0612.jpg,database\airplanes
database\airplanes\image_0613.jpg,database\airplanes
database\airplanes\image_0614.jpg,database\airplanes
database\airplanes\image_0615.jpg,database\airplanes
database\airplanes\image_0616.jpg,database\airplanes
database\airplanes\image_0617.jpg,database\airplanes
database\airplanes\image_0618.jpg,database\airplanes
database\airplanes\image_0619.jpg,database\airplanes
database\airplanes\image_0620.jpg,database\airplanes
database\airplanes\image_0621.jpg,database\airplanes
database\airplanes\image_0622.jpg,database\airplanes
database\airplanes\image_0623.jpg,database\airplanes
database\airplanes\image_0624.jpg,database\airplanes
database\airplanes\image_0625.jpg,database\airplanes
database\airplanes\image_0626.jpg,database\airplanes
database\airplanes\image_0627.jpg,database\airplanes
database\airplanes\image_0628.jpg,database\airplanes
database\airplanes\image_0629.jpg,database\airplanes
database\airplanes\image_0630.jpg,database\airplanes
database\airplanes\image_0631.jpg,database\airplanes
database\airplanes\image_0632.jpg,database\airplanes
database\airplanes\image_0633.jpg,database\airplanes
database\airplanes\image_0634.jpg,database\airplanes
database\airplanes\image_0635.jpg,database\airplanes
database\airplanes\image_0636.jpg,database\airplanes
database\airplanes\image_0637.jpg,database\airplanes
database\airplanes\image_0638.jpg,database\airplanes
database\airplanes\image_0639.jpg,database\airplanes
database\airplanes\image_0640.jpg,database\airplanes
database\airplanes\image_0641.jpg,database\airplanes
database\airplanes\image_0642.jpg,database\airplanes
database\airplanes\image_0643.jpg,database\airplanes
database\airplanes\image_0644.jpg,database\airplanes
database\airplanes\image_0645.jpg,database\airplanes
database\airplanes\image_0646.jpg,database\airplanes
database\airplanes\image_0647.jpg,database\airplanes
database\airplanes\image_0648.jpg,database\airplanes
database\airplanes\image_0649.jpg,database\airplanes
database\airplanes\image_0650.jpg,database\airplanes
database\airplanes\image_0651.jpg,database\airplanes
database\airplanes\image_0652.jpg,database\airplanes
database\airplanes\image_0653.jpg,database\airplanes
database\airplanes\image_0654.jpg,database\airplanes
database\airplanes\image_0655.jpg,database\airplanes
database\airplanes\image_0656.jpg,database\airplanes
database\airplanes\image_0657.jpg,database\airplanes
database\airplanes\image_0658.jpg,database\airplanes
database\airplanes\image_0659.jpg,database\airplanes
database\airplanes\image_0660.jpg,database\airplanes
database\airplanes\image_0661.jpg,database\airplanes
database\airplanes\image_0662.jpg,database\airplanes
database\airplanes\image_0663.jpg,database\airplanes
database\airplanes\image_0664.jpg,database\airplanes
database\airplanes\image_0665.jpg,database\airplanes
database\airplanes\image_0666.jpg,database\airplanes
database\airplanes\image_0667.jpg,database\airplanes
database\airplanes\image_0668.jpg,database\airplanes
database\airplanes\image_0669.jpg,database\airplanes
database\airplanes\image_0670.jpg,database\airplanes
database\airplanes\image_0671.jpg,database\airplanes
database\airplanes\image_0672.jpg,database\airplanes
database\airplanes\image_0673.jpg,database\airplanes
database\airplanes\image_0674.jpg,database\airplanes
database\airplanes\image_0675.jpg,database\airplanes
database\airplanes\image_0676.jpg,database\airplanes
database\airplanes\image_0677.jpg,database\airplanes
database\airplanes\image_0678.jpg,database\airplanes
database\airplanes\image_0679.jpg,database\airplanes
database\airplanes\image_0680.jpg,database\airplanes
database\airplanes\image_0681.jpg,database\airplanes
database\airplanes\image_0682.jpg,database\airplanes
database\airplanes\image_0683.jpg,database\airplanes
database\airplanes\image_0684.jpg,database\airplanes
database\airplanes\image_0685.jpg,database\airplanes
database\airplanes\image_0686.jpg,database\airplanes
database\airplanes\image_0687.jpg,database\airplanes
database\airplanes\image_0688.jpg,database\airplanes
database\airplanes\image_0689.jpg,database\airplanes
database\airplanes\image_0690.jpg,database\airplanes
database\airplanes\image_0691.jpg,database\airplanes
database\airplanes\image_0692.jpg,database\airplanes
database\airplanes\image_0693.jpg,database\airplanes
database\airplanes\image_0694.jpg,database\airplanes
database\airplanes\image_0695.jpg,database\airplanes
database\airplanes\image_0696.jpg,database\airplanes
database\airplanes\image_0697.jpg,database\airplanes
database\airplanes\image_0698.jpg,database\airplanes
database\airplanes\image_0699.jpg,database\airplanes
database\airplanes\image_0700.jpg,database\airplanes
database\airplanes\image_0701.jpg,database\airplanes
database\airplanes\image_0702.jpg,database\airplanes
database\airplanes\image_0703.jpg,database\airplanes
database\airplanes\image_0704.jpg,database\airplanes
database\airplanes\image_0705.jpg,database\airplanes
database\airplanes\image_0706.jpg,database\airplanes
database\airplanes\image_0707.jpg,database\airplanes
database\airplanes\image_0708.jpg,database\airplanes
database\airplanes\image_0709.jpg,database\airplanes
database\airplanes\image_0710.jpg,database\airplanes
database\airplanes\image_0711.jpg,database\airplanes
database\airplanes\image_0712.jpg,database\airplanes
database\airplanes\image_0713.jpg,database\airplanes
database\airplanes\image_0714.jpg,database\airplanes
database\airplanes\image_0715.jpg,database\airplanes
database\airplanes\image_0716.jpg,database\airplanes
database\airplanes\image_0717.jpg,database\airplanes
database\airplanes\image_0718.jpg,database\airplanes
database\airplanes\image_0719.jpg,database\airplanes
database\airplanes\image_0720.jpg,database\airplanes
database\airplanes\image_0721.jpg,database\airplanes
database\airplanes\image_0722.jpg,database\airplanes
database\airplanes\image_0723.jpg,database\airplanes
database\airplanes\image_0724.jpg,database\airplanes
database\airplanes\image_0725.jpg,database\airplanes
database\airplanes\image_0726.jpg,database\airplanes
database\airplanes\image_0727.jpg,database\airplanes
database\airplanes\image_0728.jpg,database\airplanes
database\airplanes\image_0729.jpg,database\airplanes
database\airplanes\image_0730.jpg,database\airplanes
database\airplanes\image_0731.jpg,database\airplanes
database\airplanes\image_0732.jpg,database\airplanes
database\airplanes\image_0733.jpg,database\airplanes
database\airplanes\image_0734.jpg,database\airplanes
database\airplanes\image_0735.jpg,database\airplanes
database\airplanes\image_0736.jpg,database\airplanes
database\airplanes\image_0737.jpg,database\airplanes
database\airplanes\image_0738.jpg,database\airplanes
database\airplanes\image_0739.jpg,database\airplanes
database\airplanes\image_0740.jpg,database\airplanes
database\airplanes\image_0741.jpg,database\airplanes
database\airplanes\image_0742.jpg,database\airplanes
database\airplanes\image_0743.jpg,database\airplanes
database\airplanes\image_0744.jpg,database\airplanes
database\airplanes\image_0745.jpg,database\airplanes
database\airplanes\image_0746.jpg,database\airplanes
database\airplanes\image_0747.jpg,database\airplanes
database\airplanes\image_0748.jpg,database\airplanes
database\airplanes\image_0749.jpg,database\airplanes
database\airplanes\image_0750.jpg,database\airplanes
database\airplanes\image_0751.jpg,database\airplanes
database\airplanes\image_0752.jpg,database\airplanes
database\airplanes\image_0753.jpg,database\airplanes
database\airplanes\image_0754.jpg,database\airplanes
database\airplanes\image_0755.jpg,database\airplanes
database\airplanes\image_0756.jpg,database\airplanes
database\airplanes\image_0757.jpg,database\airplanes
database\airplanes\image_0758.jpg,database\airplanes
database\airplanes\image_0759.jpg,database\airplanes
database\airplanes\image_0760.jpg,database\airplanes
database\airplanes\image_0761.jpg,database\airplanes
database\airplanes\image_0762.jpg,database\airplanes
database\airplanes\image_0763.jpg,database\airplanes
database\airplanes\image_0764.jpg,database\airplanes
database\airplanes\image_0765.jpg,database\airplanes
database\airplanes\image_0766.jpg,database\airplanes
database\airplanes\image_0767.jpg,database\airplanes
database\airplanes\image_0768.jpg,database\airplanes
database\airplanes\image_0769.jpg,database\airplanes
database\airplanes\image_0770.jpg,database\airplanes
database\airplanes\image_0771.jpg,database\airplanes
database\airplanes\image_0772.jpg,database\airplanes
database\airplanes\image_0773.jpg,database\airplanes
database\airplanes\image_0774.jpg,database\airplanes
database\airplanes\image_0775.jpg,database\airplanes
database\airplanes\image_0776.jpg,database\airplanes
database\airplanes\image_0777.jpg,database\airplanes
database\airplanes\image_0778.jpg,database\airplanes
database\airplanes\image_0779.jpg,database\airplanes
database\airplanes\image_0780.jpg,database\airplanes
database\airplanes\image_0781.jpg,database\airplanes
database\airplanes\image_0782.jpg,database\airplanes
database\airplanes\image_0783.jpg,database\airplanes
database\airplanes\image_0784.jpg,database\airplanes
database\airplanes\image_0785.jpg,database\airplanes
database\airplanes\image_0786.jpg,database\airplanes
database\airplanes\image_0787.jpg,database\airplanes
database\airplanes\image_0788.jpg,database\airplanes
database\airplanes\image_0789.jpg,database\airplanes
database\airplanes\image_0790.jpg,database\airplanes
database\airplanes\image_0791.jpg,database\airplanes
database\airplanes\image_0792.jpg,database\airplanes
database\airplanes\image_0793.jpg,database\airplanes
database\airplanes\image_0794.jpg,database\airplanes
